title,authors,link,abstract,date,tags
EllipBody: A Light-weight and Part-based Representation for Human Pose and Shape Recovery,"['Min Wang', 'Feng Qiu', 'Wentao Liu', 'Chen Qian', 'Xiaowei Zhou', 'Lizhuang Ma']",https://arxiv.org/pdf/2003.10873,"Human pose and shape recovery is an important task in computer vision and real-world understanding. Current works are tackled due to the lack of 3D annotations for whole body shapes. We find that part segmentation is a very efficient 2D annotation in 3D human body recovery. It not only indicates the location of each part but also contains 3D information through occlusions from the shape of parts,…",2020-03-24,['cs.CV']
Cost-aware Bayesian Optimization,"['Eric Hans Lee', 'Valerio Perrone', 'Cedric Archambeau', 'Matthias Seeger']",https://arxiv.org/pdf/2003.10870,"Bayesian optimization (BO) is a class of global optimization algorithms, suitable for minimizing an expensive objective function in as few function evaluations as possible. While BO budgets are typically given in iterations, this implicitly measures convergence in terms of iteration count and assumes each evaluation has identical cost. In practice, evaluation costs may vary in different regions of…",2020-03-22,"['cs.LG', 'stat.ML']"
FlexState: Enabling Innovation in Network Function State Management,"['Matteo Pozza', 'Ashwin Rao', 'Diego Lugones', 'Sasu Tarkoma']",https://arxiv.org/pdf/2003.10869,"Network function (NF) developers need to provide highly available solutions with diverse packet processing features at line rate. A significant challenge in developing such functions is to build flexible software that can be adapted to different operating environments, vendors, and operator use-cases. Today, refactoring NF software for specific scenarios can take months. Furthermore, network opera…",2020-03-24,['cs.NI']
Dynamic Reconstruction of Deformable Soft-tissue with Stereo Scope in Minimal Invasive Surgery,"['Jingwei Song', 'Jun Wang', 'Liang Zhao', 'Shoudong Huang', 'Gamini Dissanayake']",https://arxiv.org/pdf/2003.10867,"In minimal invasive surgery, it is important to rebuild and visualize the latest deformed shape of soft-tissue surfaces to mitigate tissue damages. This paper proposes an innovative Simultaneous Localization and Mapping (SLAM) algorithm for deformable dense reconstruction of surfaces using a sequence of images from a stereoscope. We introduce a warping field based on the Embedded Deformation (ED)…",2020-03-22,"['cs.CV', 'cs.RO', 'eess.IV']"
Where to relocate?: Object rearrangement inside cluttered and confined environments for robotic manipulation,"['Sang Hun Cheong', 'Brian Y. Cho', 'Jinhwi Lee', 'ChangHwan Kim', 'Changjoo Nam']",https://arxiv.org/pdf/2003.10863,"We present an algorithm determining where to relocate objects inside a cluttered and confined space while rearranging objects to retrieve a target object. Although methods that decide what to remove have been proposed, planning for the placement of removed objects inside a workspace has not received much attention. Rather, removed objects are often placed outside the workspace, which incurs additi…",2020-03-24,['cs.RO']
Calibrating the dynamic Huff model for business analysis using location big data,"['Yunlei Liang', 'Song Gao', 'Yuxin Cai', 'Natasha Zhang Foutz', 'Lei Wu']",https://arxiv.org/pdf/2003.10857,"The Huff model has been widely used in location-based business analysis for delineating a trading area containing potential customers to a store. Calibrating the Huff model and its extensions requires empirical location visit data. Many studies rely on labor-intensive surveys. With the increasing availability of mobile devices, users in location-based platforms share rich multimedia information ab…",2020-03-24,['cs.SI']
Gadget3 on GPUs with OpenACC,"['Antonio Ragagnin', 'Klaus Dolag', 'Mathias Wagner', 'Claudio Gheller', 'Conradin Roffler', 'David Goz', 'David Hubber', 'Alexander Arth']",https://arxiv.org/pdf/2003.10850,"We present preliminary results of a GPU porting of all main Gadget3 modules (gravity computation, SPH density computation, SPH hydrodynamic force, and thermal conduction) using OpenACC directives. Here we assign one GPU to each MPI rank and exploit both the host and accellerator capabilities by overlapping computations on the CPUs and GPUs: while GPUs asynchronously compute interactions between pa…",2020-03-24,"['astro-ph.IM', 'cs.PF']"
"Re-Training StyleGAN -- A First Step Towards Building Large, Scalable Synthetic Facial Datasets","['Viktor Varkarakis', 'Shabab Bazrafkan', 'Peter Corcoran']",https://arxiv.org/pdf/2003.10847,"StyleGAN is a state-of-art generative adversarial network architecture that generates random 2D high-quality synthetic facial data samples. In this paper, we recap the StyleGAN architecture and training methodology and present our experiences of retraining it on a number of alternative public datasets. Practical issues and challenges arising from the retraining process are discussed. Tests and val…",2020-03-24,"['cs.NE', 'cs.CV']"
Tree Index: A New Cluster Evaluation Technique,"['A. H. Beg', 'Md Zahidul Islam', 'Vladimir Estivill-Castro']",https://arxiv.org/pdf/2003.10841,We introduce a cluster evaluation technique called Tree Index. Our Tree Index algorithm aims at describing the structural information of the clustering rather than the quantitative format of cluster-quality indexes (where the representation power of clustering is some cumulative error similar to vector quantization). Our Tree Index is finding margins amongst clusters for easy learning without the…,2020-03-24,"['cs.LG', 'stat.ML']"
Bone Structures Extraction and Enhancement in Chest Radiographs via CNN Trained on Synthetic Data,"['Ophir Gozes', 'Hayit Greenspan']",https://arxiv.org/pdf/2003.10839,"In this paper, we present a deep learning-based image processing technique for extraction of bone structures in chest radiographs using a U-Net FCNN. The U-Net was trained to accomplish the task in a fully supervised setting. To create the training image pairs, we employed simulated X-Ray or Digitally Reconstructed Radiographs (DRR), derived from 664 CT scans belonging to the LIDC-IDRI dataset. Us…",2020-03-20,"['cs.CV', 'eess.IV']"
Prob2Vec: Mathematical Semantic Embedding for Problem Retrieval in Adaptive Tutoring,"['Du Su', 'Ali Yekkehkhany', 'Yi Lu', 'Wenmiao Lu']",https://arxiv.org/pdf/2003.10838,"We propose a new application of embedding techniques for problem retrieval in adaptive tutoring. The objective is to retrieve problems whose mathematical concepts are similar. There are two challenges: First, like sentences, problems helpful to tutoring are never exactly the same in terms of the underlying concepts. Instead, good problems mix concepts in innovative ways, while still displaying con…",2020-03-20,"['cs.CY', 'cs.LG', 'stat.ML']"
Palm-GAN: Generating Realistic Palmprint Images Using Total-Variation Regularized GAN,"['Shervin Minaee', 'Mehdi Minaei', 'Amirali Abdolrashidi']",https://arxiv.org/pdf/2003.10834,"Generating realistic palmprint (more generally biometric) images has always been an interesting and, at the same time, challenging problem. Classical statistical models fail to generate realistic-looking palmprint images, as they are not powerful enough to capture the complicated texture representation of palmprint images. In this work, we present a deep learning framework based on generative adve…",2020-03-20,"['cs.CV', 'cs.LG', 'eess.IV']"
Obfuscating the Interconnects: Low-Cost and Resilient Full-Chip Layout Camouflaging,"['Satwik Patnaik', 'Mohammed Ashraf', 'Ozgur Sinanoglu', 'Johann Knechtel']",https://arxiv.org/pdf/2003.10830,"Layout camouflaging can protect the intellectual property of modern circuits. Most prior art, however, incurs excessive layout overheads and necessitates customization of active-device manufacturing processes, i.e., the front-end-of-line (FEOL). As a result, camouflaging has typically been applied selectively, which can ultimately undermine its resilience. Here, we propose a low-cost and generic s…",2020-03-21,['cs.CR']
DeepFit: 3D Surface Fitting via Neural Network Weighted Least Squares,"['Yizhak Ben-Shabat', 'Stephen Gould']",https://arxiv.org/pdf/2003.10826,"We propose a surface fitting method for unstructured 3D point clouds. This method, called DeepFit, incorporates a neural network to learn point-wise weights for weighted least squares polynomial surface fitting. The learned weights act as a soft selection for the neighborhood of surface points thus avoiding the scale selection required of previous methods. To train the network we propose a novel s…",2020-03-23,['cs.CV']
"Pre-processing Image using Brightening, CLAHE and RETINEX","['Thi Phuoc Hanh Nguyen', 'Zinan Cai', 'Khanh Nguyen', 'Sokuntheariddh Keth', 'Ningyuan Shen', 'Mira Park']",https://arxiv.org/pdf/2003.10822,"This paper focuses on finding the most optimal pre-processing methods considering three common algorithms for image enhancement: Brightening, CLAHE and Retinex. For the purpose of image training in general, these methods will be combined to find out the most optimal method for image enhancement. We have carried out the research on the different permutation of three methods: Brightening, CLAHE and…",2020-03-22,"['eess.IV', 'cs.CV']"
FacebookVideoLive18: A Live Video Streaming Dataset for Streams Metadata and Online Viewers Locations,"['Emna Baccour', 'Aiman Erbad', 'Kashif Bilal', 'Amr Mohamed', 'Mohsen Guizani', 'Mounir Hamdi']",https://arxiv.org/pdf/2003.10820,"With the advancement in personal smart devices and pervasive network connectivity, users are no longer passive content consumers, but also contributors in producing new contents. This expansion in live services requires a detailed analysis of broadcasters' and viewers' behavior to maximize users' Quality of Experience (QoE). In this paper, we present a dataset gathered from one of the popular live…",2020-03-24,['cs.MM']
Registration by tracking for sequential 2D MRI,"['Niklas Gunnarsson', 'Jens Sjölund', 'Thomas B. Schön']",https://arxiv.org/pdf/2003.10819,Our anatomy is in constant motion. With modern MR imaging it is possible to record this motion in real-time during an ongoing radiation therapy session. In this paper we present an image registration method that exploits the sequential nature of 2D MR images to estimate the corresponding displacement field. The method employs several discriminative correlation filters that independently track spec…,2020-03-24,"['physics.med-ph', 'cs.CV', 'cs.LG', 'eess.IV']"
Toward Accurate and Realistic Virtual Try-on Through Shape Matching and Multiple Warps,"['Kedan Li', 'Min Jin Chong', 'Jingen Liu', 'David Forsyth']",https://arxiv.org/pdf/2003.10817,"A virtual try-on method takes a product image and an image of a model and produces an image of the model wearing the product. Most methods essentially compute warps from the product image to the model image and combine using image generation methods. However, obtaining a realistic image is challenging because the kinematics of garments is complex and because outline, texture, and shading cues in t…",2020-03-26,['cs.CV']
Cross-Lingual Adaptation Using Universal Dependencies,"['Nasrin Taghizadeh', 'Heshaam Faili']",https://arxiv.org/pdf/2003.10816,"We describe a cross-lingual adaptation method based on syntactic parse trees obtained from the Universal Dependencies (UD), which are consistent across languages, to develop classifiers in low-resource languages. The idea of UD parsing is to capture similarities as well as idiosyncrasies among typologically different languages. In this paper, we show that models trained using UD parse trees for co…",2020-03-28,['cs.CL']
Dataset Cleaning -- A Cross Validation Methodology for Large Facial Datasets using Face Recognition,"['Viktor Varkarakis', 'Peter Corcoran']",https://arxiv.org/pdf/2003.10815,"In recent years, large ""in the wild"" face datasets have been released in an attempt to facilitate progress in tasks such as face detection, face recognition, and other tasks. Most of these datasets are acquired from webpages with automatic procedures. As a consequence, noisy data are often found. Furthermore, in these large face datasets, the annotation of identities is important as they are used…",2020-03-24,"['cs.CV', 'cs.DB']"
Optimized Caching and Spectrum Partitioning for D2D enabled Cellular Systems with Clustered Devices,"['Ramy Amer', 'Hesham Elsawy', 'M. Majid Butt', 'Eduard A. Jorswieck', 'Mehdi Bennis', 'Nicola Marchetti']",https://arxiv.org/pdf/2003.10809,"Caching at mobile devices and leveraging device- to-device (D2D) communication are two promising approaches to support massive content delivery over wireless networks. The analysis of cache-enabled wireless networks is usually carried out by assuming that devices are uniformly distributed, however, in social networks, mobile devices are intrinsically grouped into disjoint clusters. In this regards…",2020-03-24,"['cs.IT', 'cs.NI']"
A Comprehensive Analysis of Correlated Source Compression Using Edge Computing in Distributed Systems,"['Benjamin Rosen', 'Shane House', 'Shamin Achari', 'Ling Cheng']",https://arxiv.org/pdf/2003.10808,"This paper examines the theory pertaining to lossless compression of correlated sources located at the edge of a network. Importantly, communication between nodes is prohibited. In particular, a method that combines correlated source coding and matrix partitioning is explained. This technique is then made more flexible, by restricting the method to operate on two distinct groups of nodes. As a res…",2020-03-24,['cs.IT']
Sum-Rate Maximization and Data Delivery for Wireless Seismic Acquisition,"['Abdullah Othman', 'Wessam Mesbah', 'Naveed Iqbal', 'Suhail Al-Dharrab', 'Ali Muqaibel', 'Gordon Stüber']",https://arxiv.org/pdf/2003.10807,Traditional seismic acquisition systems suffer from a number of difficulties related to telemetry cables that are used as a means of data transmission. Transforming the traditional seismic acquisition system to a wireless system has been considered as a potential solution to most of these difficulties. The wireless seismic acquisition system has to serve a huge aggregate data rate requirement as i…,2020-03-24,"['cs.IT', 'eess.SP']"
Bulbar ALS Detection Based on Analysis of Voice Perturbation and Vibrato,"['Maxim Vashkevich', 'Alexander Petrovsky', 'Yuliya Rushkevich']",https://arxiv.org/pdf/2003.10806,On average the lack of biological markers causes a one year diagnostic delay to detect amyotrophic lateral sclerosis (ALS). To improve the diagnostic process an automatic voice assessment based on acoustic analysis can be used. The purpose of this work was to verify the sutability of the sustain vowel phonation test for automatic detection of patients with ALS. We proposed enhanced procedure for s…,2020-03-24,"['cs.SD', 'cs.LG', 'eess.AS']"
Detecting Adversarial Examples in Learning-Enabled Cyber-Physical Systems using Variational Autoencoder for Regression,"['Feiyang Cai', 'Jiani Li', 'Xenofon Koutsoukos']",https://arxiv.org/pdf/2003.10804,"Learning-enabled components (LECs) are widely used in cyber-physical systems (CPS) since they can handle the uncertainty and variability of the environment and increase the level of autonomy. However, it has been shown that LECs such as deep neural networks (DNN) are not robust and adversarial examples can cause the model to make a false prediction. The paper considers the problem of efficiently d…",2020-03-21,"['cs.LG', 'stat.ML']"
Recovery command generation towards automatic recovery in ICT systems by Seq2Seq learning,"['Hiroki Ikeuchi', 'Akio Watanabe', 'Tsutomu Hirao', 'Makoto Morishita', 'Masaaki Nishino', 'Yoichi Matsuo', 'Keishiro Watanabe']",https://arxiv.org/pdf/2003.10784,"With the increase in scale and complexity of ICT systems, their operation increasingly requires automatic recovery from failures. Although it has become possible to automatically detect anomalies and analyze root causes of failures with current methods, making decisions on what commands should be executed to recover from failures still depends on manual operation, which is quite time-consuming. To…",2020-03-24,"['cs.NI', 'cs.LG', 'stat.AP', 'stat.ML']"
Dividing Deep Learning Model for Continuous Anomaly Detection of Inconsistent ICT Systems,"['Kengo Tajiri', 'Yasuhiro Ikeda', 'Yuusuke Nakano', 'Keishiro Watanabe']",https://arxiv.org/pdf/2003.10783,"Health monitoring is important for maintaining reliable information and communications technology (ICT) systems. Anomaly detection methods based on machine learning, which train a model for describing ""normality"" are promising for monitoring the state of ICT systems. However, these methods cannot be used when the type of monitored log data changes from that of training data due to the replacement…",2020-03-24,"['cs.NI', 'cs.LG', 'stat.AP', 'stat.ML']"
Rethinking Class-Balanced Methods for Long-Tailed Visual Recognition from a Domain Adaptation Perspective,"['Muhammad Abdullah Jamal', 'Matthew Brown', 'Ming-Hsuan Yang', 'Liqiang Wang', 'Boqing Gong']",https://arxiv.org/pdf/2003.10780,"Object frequency in the real world often follows a power law, leading to a mismatch between datasets with long-tailed class distributions seen by a machine learning model and our expectation of the model to perform well on all classes. We analyze this mismatch from a domain adaptation point of view. First of all, we connect existing class-balanced methods for long-tailed classification to target s…",2020-03-24,"['cs.CV', 'cs.LG', 'stat.ML']"
Generative ODE Modeling with Known Unknowns,"['Ori Linial', 'Danny Eytan', 'Uri Shalit']",https://arxiv.org/pdf/2003.10775,"In several crucial applications, domain knowledge is encoded by a system of ordinary differential equations (ODE). A motivating example is intensive care unit patients: The dynamics of some vital physiological variables such as heart rate, blood pressure and arterial compliance can be approximately described by a known system of ODEs. Typically, some of the ODE variables are directly observed whil…",2020-03-24,"['stat.ML', 'cs.LG']"
Notes on Equitable Partition into Matching Forests in Mixed Graphs and into bb-branchings in Digraphs,['Kenjiro Takazawa'],https://arxiv.org/pdf/2003.10774,"An equitable partition into branchings in a digraph is a partition of the arc set into branchings such that the sizes of any two branchings differ at most by one. For a digraph whose arc set can be partitioned into kk branchings, there always exists an equitable partition into kk branchings. In this paper, we present two extensions of equitable partitions into branchings in digraphs: those into…",2020-03-24,"['math.CO', 'cs.DM', 'cs.DS']"
Generating Chinese Poetry from Images via Concrete and Abstract Information,"['Yusen Liu', 'Dayiheng Liu', 'Jiancheng Lv', 'Yongsheng Sang']",https://arxiv.org/pdf/2003.10773,"In recent years, the automatic generation of classical Chinese poetry has made great progress. Besides focusing on improving the quality of the generated poetry, there is a new topic about generating poetry from an image. However, the existing methods for this topic still have the problem of topic drift and semantic inconsistency, and the image-poem pairs dataset is hard to be built when training…",2020-03-24,"['cs.CL', 'cs.CV']"
Estimating Uncertainty and Interpretability in Deep Learning for Coronavirus (COVID-19) Detection,"['Biraja Ghoshal', 'Allan Tucker']",https://arxiv.org/pdf/2003.10769,"Deep Learning has achieved state of the art performance in medical imaging. However, these methods for disease detection focus exclusively on improving the accuracy of classification or predictions without quantifying uncertainty in a decision. Knowing how much confidence there is in a computer-based medical diagnosis is essential for gaining clinicians trust in the technology and therefore improv…",2020-03-27,"['eess.IV', 'cs.CV', 'cs.LG', 'stat.ML']"
"Multifactorial Cellular Genetic Algorithm (MFCGA): Algorithmic Design, Performance Comparison and Genetic Transferability Analysis","['Eneko Osaba', 'Aritz D. Martinez', 'Jesus L. Lobo', 'Javier Del Ser', 'Francisco Herrera']",https://arxiv.org/pdf/2003.10768,"Multitasking optimization is an incipient research area which is lately gaining a notable research momentum. Unlike traditional optimization paradigm that focuses on solving a single task at a time, multitasking addresses how multiple optimization problems can be tackled simultaneously by performing a single search process. The main objective to achieve this goal efficiently is to exploit synergie…",2020-03-24,"['cs.NE', 'cs.AI']"
FADNet: A Fast and Accurate Network for Disparity Estimation,"['Qiang Wang', 'Shaohuai Shi', 'Shizhen Zheng', 'Kaiyong Zhao', 'Xiaowen Chu']",https://arxiv.org/pdf/2003.10758,"Deep neural networks (DNNs) have achieved great success in the area of computer vision. The disparity estimation problem tends to be addressed by DNNs which achieve much better prediction accuracy in stereo matching than traditional hand-crafted feature based methods. On one hand, however, the designed DNNs require significant memory and computation resources to accurately predict the disparity, e…",2020-03-24,"['cs.CV', 'cs.LG']"
TeCNO: Surgical Phase Recognition with Multi-Stage Temporal Convolutional Networks,"['Tobias Czempiel', 'Magdalini Paschali', 'Matthias Keicher', 'Walter Simson', 'Hubertus Feussner', 'Seong Tae Kim', 'Nassir Navab']",https://arxiv.org/pdf/2003.10751,"Automatic surgical phase recognition is a challenging and crucial task with the potential to improve patient safety and become an integral part of intra-operative decision-support systems. In this paper, we propose, for the first time in workflow analysis, a Multi-Stage Temporal Convolutional Network (MS-TCN) that performs hierarchical prediction refinement for surgical phase recognition. Causal,…",2020-03-24,"['eess.IV', 'cs.CV', 'cs.LG']"
Towards Fine-Grained Billing For Cloud Networking,"['Kashyap Thimmaraju', 'Stefan Schmid']",https://arxiv.org/pdf/2003.10745,"We revisit multi-tenant network virtualization in data centers, and make the case for tenant-specific virtual switches. In particular, tenant-specific virtual switches allow cloud providers to extend fine-grained billing (known, e.g., from serverless architectures) to the network, accounting not only for IO, but also CPU or energy. We sketch an architecture and present economical motivation and re…",2020-03-24,"['cs.NI', 'cs.CR', 'cs.DC', 'cs.PF']"
Dynamic Hierarchical Mimicking Towards Consistent Optimization Objectives,"['Duo Li', 'Qifeng Chen']",https://arxiv.org/pdf/2003.10739,"While the depth of modern Convolutional Neural Networks (CNNs) surpasses that of the pioneering networks with a significant margin, the traditional way of appending supervision only over the final classifier and progressively propagating gradient flow upstream remains the training mainstay. Seminal Deeply-Supervised Networks (DSN) were proposed to alleviate the difficulty of optimization arising f…",2020-03-24,['cs.CV']
UAVs as a Service: Boosting Edge Intelligence for Air-Ground Integrated Networks,"['Chao Dong', 'Yun Shen', 'Yuben Qu', 'Qihui Wu', 'Fan Wu', 'Guihai Chen']",https://arxiv.org/pdf/2003.10737,"The air-ground integrated network is a key component of future sixth generation (6G) networks to support seamless and near-instant super-connectivity. There is a pressing need to intelligently provision various services in 6G networks, which however is challenging. To meet this need, in this article, we propose a novel architecture called UaaS (UAVs as a Service) for the air-ground integrated netw…",2020-03-24,"['cs.NI', 'eess.SP']"
Multi-Feature Discrete Collaborative Filtering for Fast Cold-start Recommendation,"['Yang Xu', 'Lei Zhu', 'Zhiyong Cheng', 'Jingjing Li', 'Jiande Sun']",https://arxiv.org/pdf/2003.10719,"Hashing is an effective technique to address the large-scale recommendation problem, due to its high computation and storage efficiency on calculating the user preferences on items. However, existing hashing-based recommendation methods still suffer from two important problems: 1) Their recommendation process mainly relies on the user-item interactions and single specific content feature. When the…",2020-03-24,"['cs.IR', 'cs.LG']"
Investigating Software Usage in the Social Sciences: A Knowledge Graph Approach,"['David Schindler', 'Benjamin Zapilko', 'Frank Krüger']",https://arxiv.org/pdf/2003.10715,"Knowledge about the software used in scientific investigations is necessary for different reasons, including provenance of the results, measuring software impact to attribute developers, and bibliometric software citation analysis in general. Additionally, providing information about whether and how the software and the source code are available allows an assessment about the state and role of ope…",2020-03-24,"['cs.IR', 'cs.CL']"
Information-theoretically-sound non-interactive classical verification of quantum computing with trusted center,['Tomoyuki Morimae'],https://arxiv.org/pdf/2003.10712,"The posthoc verification protocol [J. F. Fitzsimons, M. Hajdu{\v s}ek, and T. Morimae, Physical Review Letters {\bf120}, 040501 (2018)] enables an information-theoretically-sound non-interactive verification of quantum computing, but the message from the prover to the verifier is quantum and the verifier has to do single-qubit measurements. The Mahadev protocol removes these quantum parts, but the…",2020-03-24,"['quant-ph', 'cs.CC', 'cs.CR']"
Towards Neural Machine Translation for Edoid Languages,['Iroro Orife'],https://arxiv.org/pdf/2003.10704,"Many Nigerian languages have relinquished their previous prestige and purpose in modern society to English and Nigerian Pidgin. For the millions of L1 speakers of indigenous languages, there are inequalities that manifest themselves as unequal access to information, communications, health care, security as well as attenuated participation in political and civic life. To minimize exclusion and prom…",2020-03-24,['cs.CL']
Utilizing Human Memory Processes to Model Genre Preferences for Personalized Music Recommendations,"['Dominik Kowald', 'Elisabeth Lex', 'Markus Schedl']",https://arxiv.org/pdf/2003.10699,"In this paper, we introduce a psychology-inspired approach to model and predict the music genre preferences of different groups of users by utilizing human memory processes. These processes describe how humans access information units in their memory by considering the factors of (i) past usage frequency, (ii) past usage recency, and (iii) the current context. Using a publicly available dataset of…",2020-03-24,['cs.IR']
Parameterized Algorithms for Red-Blue Weighted Vertex Cover on Trees,"['Vishnu Veerathu', 'Yogesh Tripathi']",https://arxiv.org/pdf/2003.10698,"\textproc{Weighted Vertex Cover} is a variation of an extensively studied NP-complete problem, \textproc{Vertex Cover}, in which we are given a graph, G = (V,E,w)G = (V,E,w), where function w:V \rightarrow \mathbb{Q}^{+}w:V \rightarrow \mathbb{Q}^{+} and a parameter kk. The objective is to determine if there exists a vertex cover, SS, such that \sum_{v \in S}w(v) \leq k\sum_{v \in S}w(v) \leq k. In our work, we first study the hardness of \textproc{Weigh…",2020-03-24,['cs.DS']
Organ Segmentation From Full-size CT Images Using Memory-Efficient FCN,"['Chenglong Wang', 'Masahiro Oda', 'Kensaku Mori']",https://arxiv.org/pdf/2003.10690,"In this work, we present a memory-efficient fully convolutional network (FCN) incorporated with several memory-optimized techniques to reduce the run-time GPU memory demand during training phase. In medical image segmentation tasks, subvolume cropping has become a common preprocessing. Subvolumes (or small patch volumes) were cropped to reduce GPU memory demand. However, small patch volumes captur…",2020-03-24,"['eess.IV', 'cs.CV']"
Learning regularization and intensity-gradient-based fidelity for single image super resolution,"['Hu Liang', 'Shengrong Zhao']",https://arxiv.org/pdf/2003.10689,"How to extract more and useful information for single image super resolution is an imperative and difficult problem. Learning-based method is a representative method for such task. However, the results are not so stable as there may exist big difference between the training data and the test data. The regularization-based method can effectively utilize the self-information of observation. However,…",2020-03-24,"['eess.IV', 'cs.CV']"
SOL: Effortless Device Support for AI Frameworks without Source Code Changes,"['Nicolas Weber', 'Felipe Huici']",https://arxiv.org/pdf/2003.10688,"Modern high performance computing clusters heavily rely on accelerators to overcome the limited compute power of CPUs. These supercomputers run various applications from different domains such as simulations, numerical applications or artificial intelligence (AI). As a result, vendors need to be able to efficiently run a wide variety of workloads on their hardware. In the AI domain this is in part…",2020-03-24,"['cs.DC', 'cs.LG']"
Felix: Flexible Text Editing Through Tagging and Insertion,"['Jonathan Mallinson', 'Aliaksei Severyn', 'Eric Malmi', 'Guillermo Garrido']",https://arxiv.org/pdf/2003.10687,"We present Felix --- a flexible text-editing approach for generation, designed to derive the maximum benefit from the ideas of decoding with bi-directional contexts and self-supervised pre-training. In contrast to conventional sequence-to-sequence (seq2seq) models, Felix is efficient in low-resource settings and fast at inference time, while being capable of modeling flexible input-output transfor…",2020-03-24,['cs.CL']
Deep Line Art Video Colorization with a Few References,"['Min Shi', 'Jia-Qi Zhang', 'Shu-Yu Chen', 'Lin Gao', 'Yu-Kun Lai', 'Fang-Lue Zhang']",https://arxiv.org/pdf/2003.10685,"Coloring line art images based on the colors of reference images is an important stage in animation production, which is time-consuming and tedious. In this paper, we propose a deep architecture to automatically color line art videos with the same color style as the given reference images. Our framework consists of a color transform network and a temporal constraint network. The color transform ne…",2020-03-30,['cs.CV']
Human collective visualization transparency,"['Karina A. Roundtree', 'Jason R. Cody', 'Jennifer Leaf', 'H. Onan Demirel', 'Julie A. Adams']",https://arxiv.org/pdf/2003.10681,"Interest in collective robotic systems has increased rapidly due to the potential benefits that can be offered to operators, such as increased safety and support, who perform challenging tasks in high-risk environments. Human-collective transparency research has focused on how the design of the algorithms, visualizations, and control mechanisms influence human-collective behavior. Traditional coll…",2020-03-24,['cs.HC']
Robust Beamforming Design for Sum Secrecy Rate Optimization in MU-MISO Networks,"['Pu Zhao', 'Meng Zhang', 'Hui Yu', 'Hanwen Luo', 'Wen Chen']",https://arxiv.org/pdf/2003.10676,"This paper studies the beamforming design problem of a multi-user downlink network, assuming imperfect channel state information known to the base station. In this scenario, the base station is equipped with multiple antennas, and each user is wiretapped by a specific eavesdropper where each user or eavesdropper is equipped with one antenna. It is supposed that the base station employs transmit be…",2020-03-24,"['eess.SP', 'cs.IT']"
Increasing Security Degree of Freedom in Multi-user and Multi-eve Systems,"['Kun Xie', 'Wen Chen', 'Lili Wei']",https://arxiv.org/pdf/2003.10675,Secure communication in the Multi-user and Multi-eavesdropper (MUME) scenario is considered in this paper. It has be shown that secrecy can be improved when the transmitter simultaneously transmits information-bearing signal to the intended receivers and artificial noise to confuse the eavesdroppers. Several processing schemes have been proposed to limit the co-channel interference (CCI). In this…,2020-03-24,['cs.IT']
Towards Explainability of Machine Learning Models in Insurance Pricing,"['Kevin Kuo', 'Daniel Lupton']",https://arxiv.org/pdf/2003.10674,"Machine learning methods have garnered increasing interest among actuaries in recent years. However, their adoption by practitioners has been limited, partly due to the lack of transparency of these methods, as compared to generalized linear models. In this paper, we discuss the need for model interpretability in property & casualty insurance ratemaking, propose a framework for explaining models,…",2020-03-24,"['q-fin.RM', 'cs.LG']"
Real-time 3D object proposal generation and classification under limited processing resources,"['Xuesong Li', 'Jose Guivant', 'Subhan Khan']",https://arxiv.org/pdf/2003.10670,"The task of detecting 3D objects is important to various robotic applications. The existing deep learning-based detection techniques have achieved impressive performance. However, these techniques are limited to run with a graphics processing unit (GPU) in a real-time environment. To achieve real-time 3D object detection with limited computational resources for robots, we propose an efficient dete…",2020-03-24,"['cs.CV', 'cs.RO']"
Quantum circuit-like learning: A fast and scalable classical machine-learning algorithm with similar performance to quantum circuit learning,"['Naoko Koide-Majima', 'Kei Majima']",https://arxiv.org/pdf/2003.10667,"The application of near-term quantum devices to machine learning (ML) has attracted much attention. In one such attempt, Mitarai et al. (2018) proposed a framework to use a quantum circuit for supervised ML tasks, which is called quantum circuit learning (QCL). Due to the use of a quantum circuit, QCL can employ an exponentially high-dimensional Hilbert space as its feature space. However, its eff…",2020-03-24,"['quant-ph', 'cs.LG']"
On Localizing a Camera from a Single Image,"['Pradipta Ghosh', 'Xiaochen Liu', 'Hang Qiu', 'Marcos A. M. Vieira', 'Gaurav S. Sukhatme', 'Ramesh Govindan']",https://arxiv.org/pdf/2003.10664,"Public cameras often have limited metadata describing their attributes. A key missing attribute is the precise location of the camera, using which it is possible to precisely pinpoint the location of events seen in the camera. In this paper, we explore the following question: under what conditions is it possible to estimate the location of a camera from a single image taken by the camera? We show…",2020-03-24,"['cs.CV', 'cs.LG', 'eess.IV']"
Modeling Cross-view Interaction Consistency for Paired Egocentric Interaction Recognition,"['Zhongguo Li', 'Fan Lyu', 'Wei Feng', 'Song Wang']",https://arxiv.org/pdf/2003.10663,"With the development of Augmented Reality (AR), egocentric action recognition (EAR) plays important role in accurately understanding demands from the user. However, EAR is designed to help recognize human-machine interaction in single egocentric view, thus difficult to capture interactions between two face-to-face AR users. Paired egocentric interaction recognition (PEIR) is the task to collaborat…",2020-03-24,['cs.CV']
