title,authors,link,abstract,date,tags
Algorithmic Extensions of Dirac's Theorem,"['Fedor V. Fomin', 'Petr A. Golovach', 'Danil Sagunov', 'Kirill Simonov']",https://arxiv.org/pdf/2011.03619,"In 1952, Dirac proved the following theorem about long cycles in graphs with large minimum vertex degrees: Every nn-vertex 22-connected graph GG with minimum vertex degree δ\geq 2δ\geq 2 contains a cycle with at least \min\{2δ,n\}\min\{2δ,n\} vertices. In particular, if δ\geq n/2δ\geq n/2, then GG is Hamiltonian. The proof of Dirac's theorem is constructive, and it yields an algorithm computing the corresponding cy…",2020-11-06,['cs.DS']
Learning Human Search Behavior from Egocentric Visual Inputs,"['Maks Sorokin', 'Wenhao Yu', 'Sehoon Ha', 'C. Karen Liu']",https://arxiv.org/pdf/2011.03618,"""Looking for things"" is a mundane but critical task we repeatedly carry on in our daily life. We introduce a method to develop a human character capable of searching for a randomly located target object in a detailed 3D scene using its locomotion capability and egocentric vision perception represented as RGBD images. By depriving the privileged 3D information from the human character, it is forced…",2020-11-06,"['cs.RO', 'cs.GR']"
A Simple Algorithm for Higher-order Delaunay Mosaics and Alpha Shapes,"['Herbert Edelsbrunner', 'Georg Osang']",https://arxiv.org/pdf/2011.03617,"We present a simple algorithm for computing higher-order Delaunay mosaics that works in Euclidean spaces of any finite dimensions. The algorithm selects the vertices of the order-kk mosaic from incrementally constructed lower-order mosaics and uses an algorithm for weighted first-order Delaunay mosaics as a black-box to construct the order-kk mosaic from its vertices. Beyond this black-box, the…",2020-11-06,"['cs.CG', 'cs.DM']"
ControlFlag: A Self-supervised Idiosyncratic Pattern Detection System for Software Control Structures,"['Niranjan Hasabnis', 'Justin Gottschlich']",https://arxiv.org/pdf/2011.03616,"Software debugging has been shown to utilize upwards of 50% of developers' time. Machine programming, the field concerned with the automation of software (and hardware) development, has recently made progress in both research and production-quality automated debugging systems. In this paper, we present ControlFlag, a system that detects possible idiosyncratic violations in software control structu…",2020-11-06,"['cs.SE', 'cs.AI', 'cs.PL']"
Single and Multi-Agent Deep Reinforcement Learning for AI-Enabled Wireless Networks: A Tutorial,"['Amal Feriani', 'Ekram Hossain']",https://arxiv.org/pdf/2011.03615,"Deep Reinforcement Learning (DRL) has recently witnessed significant advances that have led to multiple successes in solving sequential decision-making problems in various domains, particularly in wireless communications. The future sixth-generation (6G) networks are expected to provide scalable, low-latency, ultra-reliable services empowered by the application of data-driven Artificial Intelligen…",2020-11-06,"['cs.LG', 'cs.NI']"
HDR Imaging with Quanta Image Sensors: Theoretical Limits and Optimal Reconstruction,"['Abhiram Gnanasambandam', 'Stanley H. Chan']",https://arxiv.org/pdf/2011.03614,"High dynamic range (HDR) imaging is one of the biggest achievements in modern photography. Traditional solutions to HDR imaging are designed for and applied to CMOS image sensors (CIS). However, the mainstream one-micron CIS cameras today generally have a high read noise and low frame-rate. These, in turn, limit the acquisition speed and quality, making the cameras slow in the HDR mode. In this pa…",2020-11-06,"['eess.IV', 'cs.CV']"
Efficient Permutation Discovery in Causal DAGs,"['Chandler Squires', 'Joshua Amaniampong', 'Caroline Uhler']",https://arxiv.org/pdf/2011.03610,"The problem of learning a directed acyclic graph (DAG) up to Markov equivalence is equivalent to the problem of finding a permutation of the variables that induces the sparsest graph. Without additional assumptions, this task is known to be NP-hard. Building on the minimum degree algorithm for sparse Cholesky decomposition, but utilizing DAG-specific problem structure, we introduce an efficient al…",2020-11-06,"['stat.ME', 'cs.LG', 'stat.ML']"
A Few Shot Adaptation of Visual Navigation Skills to New Observations using Meta-Learning,"['Qian Luo', 'Maks Sorokin', 'Sehoon Ha']",https://arxiv.org/pdf/2011.03609,"Target-driven visual navigation is a challenging problem that requires a robot to find the goal using only visual inputs. Many researchers have demonstrated promising results using deep reinforcement learning (deep RL) on various robotic platforms, but typical end-to-end learning is known for its poor extrapolation capability to new scenarios. Therefore, learning a navigation policy for a new robo…",2020-11-06,"['cs.RO', 'cs.AI']"
Ridge Regression with Frequent Directions: Statistical and Optimization Perspectives,['Charlie Dickens'],https://arxiv.org/pdf/2011.03607,"Despite its impressive theory \& practical performance, Frequent Directions (\acrshort{fd}) has not been widely adopted for large-scale regression tasks. Prior work has shown randomized sketches (i) perform worse in estimating the covariance matrix of the data than \acrshort{fd}; (ii) incur high error when estimating the bias and/or variance on sketched ridge regression. We give the first constant…",2020-11-06,"['cs.LG', 'cs.DS', 'stat.ML']"
Highly Available Data Parallel ML training on Mesh Networks,"['Sameer Kumar', 'Norm Jouppi']",https://arxiv.org/pdf/2011.03605,"Data parallel ML models can take several days or weeks to train on several accelerators. The long duration of training relies on the cluster of resources to be available for the job to keep running for the entire duration. On a mesh network this is challenging because failures will create holes in the mesh. Packets must be routed around the failed chips for full connectivity. In this paper, we pre…",2020-11-06,"['cs.LG', 'cs.DC']"
Fast Near-Optimal Heterogeneous Task Allocation via Flow Decomposition,"['Kiril Solovey', 'Saptarshi Bandyopadhyay', 'Federico Rossi', 'Michael T. Wolf', 'Marco Pavone']",https://arxiv.org/pdf/2011.03603,"Multi-robot systems are uniquely well-suited to performing complex tasks such as patrolling and tracking, information gathering, and pick-up and delivery problems, offering significantly higher performance than single-robot systems. A fundamental building block in most multi-robot systems is task allocation: assigning robots to tasks (e.g., patrolling an area, or servicing a transportation request…",2020-11-06,"['cs.RO', 'cs.DS', 'cs.MA', 'eess.SY']"
Study of Automatic GPU Offloading Method from Various Language Applications,['Yoji Yamato'],https://arxiv.org/pdf/2011.03602,"In recent years, utilization of heterogeneous hardware other than small core CPU such as GPU, FPGA or many core CPU is increasing. However, when using heterogeneous hardware, barriers of technical skills such as CUDA are high. Based on that, I have proposed environment-adaptive software that enables automatic conversion, configuration, and high performance operation of once written code, according…",2020-11-06,['cs.DC']
Flexible Virtual Reality System for Neurorehabilitation and Quality of Life Improvement,"['Iulia-Cristina Stanica', 'Florica Moldoveanu', 'Giovanni-Paul Portelli', 'Maria-Iuliana Dascalu', 'Alin Moldoveanu', 'Mariana Georgiana Ristea']",https://arxiv.org/pdf/2011.03596,"As life expectancy is mostly increasing, the incidence of many neurological disorders is also constantly growing. For improving the physical functions affected by a neurological disorder, rehabilitation procedures are mandatory, and they must be performed regularly. Unfortunately, neurorehabilitation procedures have disadvantages in terms of costs, accessibility and a lack of therapists. This pape…",2020-11-06,['cs.GR']
Domain adaptation techniques for improved cross-domain study of galaxy mergers,"['A. Ćiprijanović', 'D. Kafkes', 'S. Jenkins', 'K. Downey', 'G. N. Perdue', 'S. Madireddy', 'T. Johnston', 'B. Nord']",https://arxiv.org/pdf/2011.03591,"In astronomy, neural networks are often trained on simulated data with the prospect of being applied to real observations. Unfortunately, simply training a deep neural network on images from one domain does not guarantee satisfactory performance on new images from a different domain. The ability to share cross-domain knowledge is the main advantage of modern deep domain adaptation techniques. Here…",2020-11-10,"['astro-ph.IM', 'astro-ph.GA', 'cs.AI', 'cs.LG']"
Reactive motion planning with probabilistics safety guarantees,"['Yuxiao Chen', 'Ugo Rosolia', 'Chuchu Fan', 'Aaron D. Ames', 'Richard Murray']",https://arxiv.org/pdf/2011.03590,"Motion planning in environments with multiple agents is critical to many important autonomous applications such as autonomous vehicles and assistive robots. This paper considers the problem of motion planning, where the controlled agent shares the environment with multiple uncontrolled agents. First, a predictive model of the uncontrolled agents is trained to predict all possible trajectories with…",2020-11-06,"['cs.RO', 'cs.LG', 'eess.SY']"
Hostility Detection Dataset in Hindi,"['Mohit Bhardwaj', 'Md Shad Akhtar', 'Asif Ekbal', 'Amitava Das', 'Tanmoy Chakraborty']",https://arxiv.org/pdf/2011.03588,"In this paper, we present a novel hostility detection dataset in Hindi language. We collect and manually annotate ~8200 online posts. The annotated dataset covers four hostility dimensions: fake news, hate speech, offensive, and defamation posts, along with a non-hostile label. The hostile posts are also considered for multi-label tags due to a significant overlap among the hostile classes. We rel…",2020-11-06,['cs.CL']
Chest X-ray Image Phase Features for Improved Diagnosis of COVID-19 Using Convolutional Neural Network,"['Xiao Qi', 'Lloyd Brown', 'David J. Foran', 'Ilker Hacihaliloglu']",https://arxiv.org/pdf/2011.03585,"Recently, the outbreak of the novel Coronavirus disease 2019 (COVID-19) pandemic has seriously endangered human health and life. Due to limited availability of test kits, the need for auxiliary diagnostic approach has increased. Recent research has shown radiography of COVID-19 patient, such as CT and X-ray, contains salient information about the COVID-19 virus and could be used as an alternative…",2020-11-06,"['eess.IV', 'cs.CV']"
A Weakly Supervised Convolutional Network for Change Segmentation and Classification,"['Philipp Andermatt', 'Radu Timofte']",https://arxiv.org/pdf/2011.03577,"Fully supervised change detection methods require difficult to procure pixel-level labels, while weakly supervised approaches can be trained with image-level labels. However, most of these approaches require a combination of changed and unchanged image pairs for training. Thus, these methods can not directly be used for datasets where only changed image pairs are available. We present W-CDNet, a n…",2020-11-06,"['cs.CV', 'cs.LG']"
Single-Node Attack for Fooling Graph Neural Networks,"['Ben Finkelshtein', 'Chaim Baskin', 'Evgenii Zheltonozhskii', 'Uri Alon']",https://arxiv.org/pdf/2011.03574,"Graph neural networks (GNNs) have shown broad applicability in a variety of domains. Some of these domains, such as social networks and product recommendations, are fertile ground for malicious users and behavior. In this paper, we show that GNNs are vulnerable to the extremely limited scenario of a single-node adversarial example, where the node cannot be picked by the attacker. That is, an attac…",2020-11-06,"['cs.LG', 'cs.AI']"
Look Before You Leap: Trusted User Interfaces for the Immersive Web,"['Diane Hosfelt', 'Jessica Outlaw', 'Tyesha Snow', 'Sara Carbonneau']",https://arxiv.org/pdf/2011.03570,"Part of what makes the web successful is that anyone can publish content and browsers maintain certain safety guarantees. For example, it's safe to travel between links and make other trust decisions on the web because users can always identify the location they are at. If we want virtual and augmented reality to be successful, we need that same safety. On the traditional, two-dimensional (2D) web…",2020-11-06,['cs.HC']
Wave-Tacotron: Spectrogram-free end-to-end text-to-speech synthesis,"['Ron J. Weiss', 'RJ Skerry-Ryan', 'Eric Battenberg', 'Soroosh Mariooryad', 'Diederik P. Kingma']",https://arxiv.org/pdf/2011.03568,"We describe a sequence-to-sequence neural network which can directly generate speech waveforms from text inputs. The architecture extends the Tacotron model by incorporating a normalizing flow into the autoregressive decoder loop. Output waveforms are modeled as a sequence of non-overlapping fixed-length frames, each one containing hundreds of samples. The interdependencies of waveform samples wit…",2020-11-06,"['cs.CL', 'cs.SD', 'eess.AS']"
Keep the bursts and ditch the interleavers,"['Wei An', 'Muriel Médard', 'Ken R. Duffy']",https://arxiv.org/pdf/2011.03565,"To facilitate applications in IoT, 5G, and beyond, there is an engineering need to enable high-rate, low-latency communications. Errors in physical channels typically arrive in clumps, but most decoders are designed assuming that channels are memoryless. As a result, communication networks rely on interleaving over tens of thousands of bits so that channel conditions match decoder assumptions. Eve…",2020-11-06,['cs.IT']
Machine learning applications to DNA subsequence and restriction site analysis,"['Ethan J. Moyer', 'Anup Das', 'PhD']",https://arxiv.org/pdf/2011.03544,"Based on the BioBricks standard, restriction synthesis is a novel catabolic iterative DNA synthesis method that utilizes endonucleases to synthesize a query sequence from a reference sequence. In this work, the reference sequence is built from shorter subsequences by classifying them as applicable or inapplicable for the synthesis method using three different machine learning methods: Support Vect…",2020-11-07,"['eess.SP', 'cs.LG', 'q-bio.GN']"
Infer XPath,"['Michał J. Gajda', 'Hai Nguyen Quang', 'Do Ngoc Khanh', 'Vuong Hai Thanh']",https://arxiv.org/pdf/2011.03538,We propose reformulation of discovery of data structure within a web page as relations between sets of document nodes. We start by reformulating web page analysis as finding expressions in extension of XPath. Then we propose to automatically discover these XPath expressions with InferXPath meta-language. Our goal is to automate laborious process of conversion of manually created web pages that ser…,2020-11-05,['cs.PL']
Less Arbitrary waiting time,['Michał J. Gajda'],https://arxiv.org/pdf/2011.03537,"Property testing is the cheapest and most precise way of building up a test suite for your program. Especially if the datatypes enjoy nice mathematical laws. But it is also the easiest way to make it run for an unreasonably long time. We prove connection between deeply recursive data structures, and epidemic growth rate, and show how to fix the problem, and make Arbitrary instances run in linear t…",2020-11-05,['cs.PL']
Fast XML/HTML for Haskell: XML TypeLift,"['Michał J. Gajda', 'Dmitry Krylov']",https://arxiv.org/pdf/2011.03536,"The paper presents and compares a range of parsers with and without data mapping for conversion between XML and Haskell. The best performing parser competes favorably with the fastest tools available in other languages and is, thus, suitable for use in large-scale data analysis. The best performing parser also allows software developers of intermediate-level Haskell programming skills to start pro…",2020-11-05,"['cs.PL', 'cs.IR']"
Contrastive Topographic Models: Energy-based density models applied to the understanding of sensory coding and cortical topography,['Simon Osindero'],https://arxiv.org/pdf/2011.03535,We address the problem of building theoretical models that help elucidate the function of the visual brain at computational/algorithmic and structural/mechanistic levels. We seek to understand how the receptive fields and topographic maps found in visual cortical areas relate to underlying computational desiderata. We view the development of sensory systems from the popular perspective of probabil…,2020-11-05,"['cs.NE', 'cs.LG', 'stat.ML']"
Large-scale multilingual audio visual dubbing,"['Yi Yang', 'Brendan Shillingford', 'Yannis Assael', 'Miaosen Wang', 'Wendi Liu', 'Yutian Chen', 'Yu Zhang', 'Eren Sezener', 'Luis C. Cobo', 'Misha Denil', 'Yusuf Aytar', 'Nando de Freitas']",https://arxiv.org/pdf/2011.03530,"We describe a system for large-scale audiovisual translation and dubbing, which translates videos from one language to another. The source language's speech content is transcribed to text, translated, and automatically synthesized into target language speech using the original speaker's voice. The visual content is translated by synthesizing lip movements for the speaker to match the translated au…",2020-11-06,"['cs.CV', 'cs.SD', 'eess.AS']"
Optimal Resource and Demand Redistribution for Healthcare Systems Under Stress from COVID-19,"['Felix Parker', 'Hamilton Sawczuk', 'Fardin Ganjkhanloo', 'Farzin Ahmadi', 'Kimia Ghobadi']",https://arxiv.org/pdf/2011.03528,"When facing an extreme stressor, such as the COVID-19 pandemic, healthcare systems typically respond reactively by creating surge capacity at facilities that are at or approaching their baseline capacity. However, creating individual capacity at each facility is not necessarily the optimal approach, and redistributing demand and critical resources between facilities can reduce the total required c…",2020-11-06,"['math.OC', 'cs.CY']"
(Quasi-)Real-Time Inversion of Airborne Time-Domain Electromagnetic Data via Artificial Neural Network,"['Peng Bai', 'Giulio Vignoli', 'Andrea Viezzoli', 'Jouni Nevalainen', 'Giuseppina Vacca']",https://arxiv.org/pdf/2011.03522,"The possibility to have results very quickly after, or even during, the collection of electromagnetic data would be important, not only for quality check purposes, but also for adjusting the location of the proposed flight lines during an airborne time-domain acquisition. This kind of readiness could have a large impact in terms of optimization of the Value of Information of the measurements to be…",2020-11-06,"['physics.geo-ph', 'cs.LG', 'math.NA', 'physics.ins-det']"
A Data-Driven Machine Learning Approach for Consumer Modeling with Load Disaggregation,"['A. Khaled Zarabie', 'Sanjoy Das', 'Hongyu Wu']",https://arxiv.org/pdf/2011.03519,"While non-parametric models, such as neural networks, are sufficient in the load forecasting, separate estimates of fixed and shiftable loads are beneficial to a wide range of applications such as distribution system operational planning, load scheduling, energy trading, and utility demand response programs. A semi-parametric estimation model is usually required, where cost sensitivities of demand…",2020-11-04,"['eess.SP', 'cs.CE', 'cs.LG', 'eess.SY']"
Amalgamating Different JIT Compilations in a Meta-tracing JIT Compiler Framework,"['Yusuke Izawa', 'Hidehiko Masuhara']",https://arxiv.org/pdf/2011.03516,"Many modern virtual machines, such as JVMs, .NET Framework, and V8, employ a just-in-time (JIT) compiler to achieve their high-performance. There are two major compilation strategies; trace-based compilation and method-based compilation. They have their own advantages and disadvantages, so we presume that applying suitable strategies for different program parts is essential for faster execution. T…",2020-11-10,['cs.PL']
Do We Need to Compensate for Motion Distortion and Doppler Effects in Radar-Based Navigation?,"['Keenan Burnett', 'Angela P. Schoellig', 'Timothy D. Barfoot']",https://arxiv.org/pdf/2011.03512,"In order to tackle the challenge of unfavorable weather conditions such as rain and snow, radar is being revisited as a parallel sensing modality to vision and lidar. Recent works have made tremendous progress in applying radar to odometry and place recognition. However, these works have so far ignored the impact of motion distortion and Doppler effects on radar-based navigation, which may be sign…",2020-11-06,"['cs.RO', 'eess.SP']"
The Value Equivalence Principle for Model-Based Reinforcement Learning,"['Christopher Grimm', 'André Barreto', 'Satinder Singh', 'David Silver']",https://arxiv.org/pdf/2011.03506,"Learning models of the environment from data is often viewed as an essential component to building intelligent reinforcement learning (RL) agents. The common practice is to separate the learning of the model from its use, by constructing a model of the environment's dynamics that correctly predicts the observed state transitions. In this paper we argue that the limited representational resources o…",2020-11-06,"['cs.LG', 'cs.AI']"
An Unsupervised method for OCR Post-Correction and Spelling Normalisation for Finnish,"['Quan Duong', 'Mika Hämäläinen', 'Simon Hengchen']",https://arxiv.org/pdf/2011.03502,"Historical corpora are known to contain errors introduced by OCR (optical character recognition) methods used in the digitization process, often said to be degrading the performance of NLP systems. Correcting these errors manually is a time-consuming process and a great part of the automatic approaches have been relying on rules or supervised machine learning. We build on previous work on fully au…",2020-11-06,"['cs.CL', 'cs.LG']"
Semi-Streaming Bipartite Matching in Fewer Passes and Less Space,"['Yujia Jin', 'Aaron Sidford', 'Kevin Tian']",https://arxiv.org/pdf/2011.03495,"We provide algorithms with improved pass and space complexities for approximately solving linear programs, optimal transport, bipartite matching, and more in the semi-streaming model. For instance, we provide a (randomized) algorithm computing a maximum cardinality matching in an unweighted bipartite graph in O(\log^2 n \cdot ε^{-1})O(\log^2 n \cdot ε^{-1}) passes, using O(n \log^2 n \cdot ε^{-1})O(n \log^2 n \cdot ε^{-1}) auxiliary memory. T…",2020-11-06,"['cs.DS', 'math.OC']"
Practical and Ethical Considerations in the Effective use of Emotion and Sentiment Lexicons,['Saif M. Mohammad'],https://arxiv.org/pdf/2011.03492,"Lexicons of word-emotion associations are widely used in research and real-world applications. As part of my research, I have created several such lexicons (e.g., the NRC Emotion Lexicon). This paper outlines some practical and ethical considerations involved in the effective use of these lexical resources.",2020-11-06,['cs.CL']
Optimization-based Trajectory Planning for Tethered Marsupial Robots,"['S. Martinez-Rozas', 'D. Alejo', 'F. Caballero', 'L. Merino']",https://arxiv.org/pdf/2011.03491,"This paper presents a non-linear optimization method for trajectory planning in a marsupial robot configuration. Particularly, the paper addresses the planning problem of an unmanned aerial vehicle (UAV) linked to an unmanned ground vehicle (UGV) by means of a tether. The result is a collision-free trajectory for UAV and tether, assuming the UGV position is static. The optimizer takes into account…",2020-11-06,['cs.RO']
Physics-informed Neural-Network Software for Molecular Dynamics Applications,"['Taufeq Mohammed Razakh', 'Beibei Wang', 'Shane Jackson', 'Rajiv K. Kalia', 'Aiichiro Nakano', 'Ken-ichi Nomura', 'Priya Vashishta']",https://arxiv.org/pdf/2011.03490,"We have developed a novel differential equation solver software called PND based on the physics-informed neural network for molecular dynamics simulators. Based on automatic differentiation technique provided by Pytorch, our software allows users to flexibly implement equation of atom motions, initial and boundary conditions, and conservation laws as loss function to train the network. PND comes w…",2020-11-11,"['physics.chem-ph', 'cs.LG', 'physics.comp-ph']"
Learning with Molecules beyond Graph Neural Networks,"['Gustav Sourek', 'Filip Zelezny', 'Ondrej Kuzelka']",https://arxiv.org/pdf/2011.03488,"We demonstrate a deep learning framework which is inherently based in the highly expressive language of relational logic, enabling to, among other things, capture arbitrarily complex graph structures. We show how Graph Neural Networks and similar models can be easily covered in the framework by specifying the underlying propagation rules in the relational logic. The declarative nature of the used…",2020-11-06,"['cs.LG', 'cs.AI', 'cs.LO', 'cs.NE']"
Massively Parallel Graph Drawing and Representation Learning,"['Christian Böhm', 'Claudia Plant']",https://arxiv.org/pdf/2011.03479,"To fully exploit the performance potential of modern multi-core processors, machine learning and data mining algorithms for big data must be parallelized in multiple ways. Today's CPUs consist of multiple cores, each following an independent thread of control, and each equipped with multiple arithmetic units which can perform the same operation on a vector of multiple data objects. Graph embedding…",2020-11-06,"['cs.LG', 'cs.DC']"
Towards Obfuscated Malware Detection for Low Powered IoT Devices,"['Daniel Park', 'Hannah Powers', 'Benji Prashker', 'Leland Liu', 'Bülent Yener']",https://arxiv.org/pdf/2011.03476,"With the increased deployment of IoT and edge devices into commercial and user networks, these devices have become a new threat vector for malware authors. It is imperative to protect these devices as they become more prevalent in commercial and personal networks. However, due to their limited computational power and storage space, especially in the case of battery-powered devices, it is infeasibl…",2020-11-06,"['cs.CR', 'cs.LG', 'cs.NI']"
Correlator Convolutional Neural Networks: An Interpretable Architecture for Image-like Quantum Matter Data,"['Cole Miles', 'Annabelle Bohrdt', 'Ruihan Wu', 'Christie Chiu', 'Muqing Xu', 'Geoffrey Ji', 'Markus Greiner', 'Kilian Q. Weinberger', 'Eugene Demler', 'Eun-Ah Kim']",https://arxiv.org/pdf/2011.03474,"Machine learning models are a powerful theoretical tool for analyzing data from quantum simulators, in which results of experiments are sets of snapshots of many-body states. Recently, they have been successfully applied to distinguish between snapshots that can not be identified using traditional one and two point correlation functions. Thus far, the complexity of these models has inhibited new p…",2020-11-06,"['cond-mat.str-el', 'cond-mat.dis-nn', 'cond-mat.quant-gas', 'cs.LG', 'physics.comp-ph']"
Accelerating combinatorial filter reduction through constraints,"['Yulin Zhang', 'Hazhar Rahmani', 'Dylan A. Shell', ""Jason M. O'Kane""]",https://arxiv.org/pdf/2011.03471,Reduction of combinatorial filters involves compressing state representations that robots use. Such optimization arises in automating the construction of minimalist robots. But exact combinatorial filter reduction is an NP-complete problem and all current techniques are either inexact or formalized with exponentially many constraints. This paper proposes a new formalization needing only a polynomi…,2020-11-06,"['cs.RO', 'cs.AI']"
Understanding Pure Character-Based Neural Machine Translation: The Case of Translating Finnish into English,"['Gongbo Tang', 'Rico Sennrich', 'Joakim Nivre']",https://arxiv.org/pdf/2011.03469,"Recent work has shown that deeper character-based neural machine translation (NMT) models can outperform subword-based models. However, it is still unclear what makes deeper character-based models successful. In this paper, we conduct an investigation into pure character-based models in the case of translating Finnish into English, including exploring the ability to learn word senses and morpholog…",2020-11-06,['cs.CL']
HAVEN: A Unity-based Virtual Robot Environment to Showcase HRI-based Augmented Reality,"['Andre Cleaver', 'Darren Tang', 'Victoria Chen', 'Jivko Sinapov']",https://arxiv.org/pdf/2011.03464,"Due to the COVID-19 pandemic, conducting Human-Robot Interaction (HRI) studies in person is not permissible due to social distancing practices to limit the spread of the virus. Therefore, a virtual reality (VR) simulation with a virtual robot may offer an alternative to real-life HRI studies. Like a real intelligent robot, a virtual robot can utilize the same advanced algorithms to behave autonomo…",2020-11-06,['cs.RO']
Extending Equational Monadic Reasoning with Monad Transformers,"['Reynald Affeldt', 'David Nowak']",https://arxiv.org/pdf/2011.03463,"There is a recent interest for the verification of monadic programs using proof assistants. This line of research raises the question of the integration of monad transformers, a standard technique to combine monads. In this paper, we extend Monae, a Coq library for monadic equational reasoning, with monad transformers and we explain the benefits of this extension. Our starting point is the existin…",2020-11-06,['cs.LO']
A Comprehensive Comparison of Multi-Dimensional Image Denoising Methods,"['Zhaoming Kong', 'Xiaowei Yang', 'Lifang He']",https://arxiv.org/pdf/2011.03462,"Filtering multi-dimensional images such as color images, color videos, multispectral images and magnetic resonance images is challenging in terms of both effectiveness and efficiency. Leveraging the nonlocal self-similarity (NLSS) characteristic of images and sparse representation in the transform domain, the block-matching and 3D filtering (BM3D) based methods show powerful denoising performance.…",2020-11-06,"['eess.IV', 'cs.CV']"
Defining rough sets as core-support pairs of three-valued functions,"['Jouni Järvinen', 'Sándor Radeleczki']",https://arxiv.org/pdf/2011.03461,"We answer to the question what properties a collection \mathcal{F}\mathcal{F} of three-valued functions on a set UU must fulfill so that there exists a quasiorder \leq\leq on UU such that the rough sets determined by \leq\leq coincide with the core--support pairs of the functions in \mathcal{F}\mathcal{F}. Applying this characterization, we give a new representation of rough sets determined by equivalences in terms o…",2020-11-06,"['math.RA', 'cs.DM']"
Threats and Opportunities: Blockchain Meets Quantum Computation,"['Wei Cui', 'Tong Dou', 'Shilu Yan']",https://arxiv.org/pdf/2011.03460,This article considered deficiencies of the flourishing blockchain technology manifested by the development of quantum computation. We show that the future blockchain technology would under constant threats from the following aspects: 1) Speed up the generation of nonces; 2) Faster searching for hash collisions; 3) Break the security of the classical encryption. We also demonstrate that incorporat…,2020-11-06,['cs.CR']
Complex Query Answering with Neural Link Predictors,"['Erik Arakelyan', 'Daniel Daza', 'Pasquale Minervini', 'Michael Cochez']",https://arxiv.org/pdf/2011.03459,"Neural link predictors are immensely useful for identifying missing edges in large scale Knowledge Graphs. However, it is still not clear how to use these models for answering more complex queries that arise in a number of domains, such as queries using logical conjunctions, disjunctions, and existential quantifiers, while accounting for missing edges. In this work, we propose a framework for effi…",2020-11-06,"['cs.LG', 'cs.AI', 'cs.LO', 'cs.NE']"
Fixed Parameter Approximation Scheme for Min-max kk-cut,"['Karthekeyan Chandrasekaran', 'Weihang Wang']",https://arxiv.org/pdf/2011.03454,"We consider the graph kk-partitioning problem under the min-max objective, termed as Minmax kk-cut. The input here is a graph G=(V,E)G=(V,E) with non-negative edge weights w:E\rightarrow \mathbb{R}_+w:E\rightarrow \mathbb{R}_+ and an integer k\geq 2k\geq 2 and the goal is to partition the vertices into kk non-empty parts V_1, \ldots, V_kV_1, \ldots, V_k so as to minimize \max_{i=1}^k w(δ(V_i))\max_{i=1}^k w(δ(V_i)). Although minimizing the sum objective…",2020-11-06,['cs.DS']
Improving Sales Forecasting Accuracy: A Tensor Factorization Approach with Demand Awareness,"['Xuan Bi', 'Gediminas Adomavicius', 'William Li', 'Annie Qu']",https://arxiv.org/pdf/2011.03452,"Due to accessible big data collections from consumers, products, and stores, advanced sales forecasting capabilities have drawn great attention from many companies especially in the retail business because of its importance in decision making. Improvement of the forecasting accuracy, even by a small percentage, may have a substantial impact on companies' production and financial planning, marketin…",2020-11-06,"['cs.LG', 'cs.IR', 'stat.ML']"
Deep Cross-modal Proxy Hashing,"['Rong-Cheng Tu', 'Xian-Ling Mao', 'Rongxin Tu', 'Wei Wei', 'Heyan Huang']",https://arxiv.org/pdf/2011.03451,"Due to their high retrieval efficiency and low storage cost for cross-modal search task, cross-modal hashing methods have attracted considerable attention. For supervised cross-modal hashing methods, how to make the learned hash codes preserve semantic structure information sufficiently is a key point to further enhance the retrieval performance. As far as we know, almost all supervised cross-moda…",2020-11-06,"['cs.CV', 'cs.IR', 'cs.MM']"
DRAST -- A Deep Learning and AST Based Approach for Bug Localization,"['Shubham Sangle', 'Sandeep Muvva', 'Sridhar Chimalakonda', 'Karthikeyan Ponnalagu', 'Vijendran Gopalan Venkoparao']",https://arxiv.org/pdf/2011.03449,"Context: Given a bug report and source code of the project, bug localization can help developers to focus on fixing probable buggy files rather than searching the entire source code repository. While existing research uses information retrieval (IR) and/or combination of machine learning (ML) or deep learning (DL) approaches, they focus primarily on benchmark Java projects, and also motivate the n…",2020-11-06,['cs.SE']
Answer Span Correction in Machine Reading Comprehension,"['Revanth Gangi Reddy', 'Md Arafat Sultan', 'Efsun Sarioglu Kayi', 'Rong Zhang', 'Vittorio Castelli', 'Avirup Sil']",https://arxiv.org/pdf/2011.03435,"Answer validation in machine reading comprehension (MRC) consists of verifying an extracted answer against an input context and question pair. Previous work has looked at re-assessing the ""answerability"" of the question given the extracted answer. Here we address a different problem: the tendency of existing MRC systems to produce partially correct answers when presented with answerable questions.…",2020-11-06,"['cs.CL', 'cs.AI', 'cs.LG']"
Maximum Matchings and Popularity,['Telikepalli Kavitha'],https://arxiv.org/pdf/2011.03434,"Let GG be a bipartite graph where every node has a strict ranking of its neighbors. For every node, its preferences over neighbors extend naturally to preferences over matchings. Matching NN is more popular than matching MM if the number of nodes that prefer NN to MM is more than the number that prefer MM to NN. A maximum matching MM in GG is a ""popular max-matching"" if there is no maximu…",2020-11-06,['cs.DS']
